Desc	Family ID	S_dalli	E_babai	V_penis	S_velum	T_virginea	A_californica	C_concholepas	H_cracherodii	D_sirenkoi	V_oligotropha	L_scabra	C_septemvalvis	S_philippinensis	N_pompilius	N_megatrapezata	L_anatina	S_atlantica	A_discrepans	P_vernedei	O_vulgaris
(null)	OG0001068	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
(null)	OG0001069	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	2	1	0	1
(null)	OG0001070	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0
(null)	OG0001071	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	OG0001072	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	OG0001073	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1
(null)	OG0001074	1	1	1	2	0	0	0	0	1	1	1	2	1	0	1	1	0	1	1	0
(null)	OG0001075	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0001076	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1
(null)	OG0001077	1	0	1	0	1	1	1	1	1	1	2	0	1	1	1	0	0	0	1	1
(null)	OG0001078	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0001079	1	1	1	1	0	2	1	0	0	0	1	0	1	0	0	1	2	0	3	0
(null)	OG0001080	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
(null)	OG0001081	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0
(null)	OG0001082	1	1	1	1	0	1	0	0	2	1	0	1	1	1	2	0	0	1	0	1
(null)	OG0001083	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
(null)	OG0001084	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1
(null)	OG0001085	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0001086	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1
(null)	OG0001087	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1
(null)	OG0001088	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
(null)	OG0001089	1	0	1	3	3	1	1	0	0	0	1	0	0	0	3	1	0	0	0	0
(null)	OG0001090	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1
(null)	OG0001091	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1
(null)	OG0001092	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0001093	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001094	0	1	0	0	2	3	3	0	0	0	1	0	0	0	0	0	0	0	5	0
(null)	OG0001095	0	1	1	1	0	0	0	1	2	2	0	2	1	0	2	0	0	2	0	0
(null)	OG0001096	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1
(null)	OG0001097	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001098	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0001099	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1
(null)	OG0001100	0	2	0	0	0	1	1	0	2	2	0	1	0	1	1	1	1	1	0	1
(null)	OG0001101	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001102	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001103	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001104	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001105	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0
(null)	OG0001106	0	0	0	0	1	1	0	1	2	2	0	1	0	1	2	0	1	2	0	1
(null)	OG0001107	0	0	0	0	1	1	1	1	1	1	1	2	0	1	1	1	1	1	0	1
(null)	OG0001108	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	1	6	0	1
(null)	OG0001109	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
(null)	OG0001110	1	2	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0
(null)	OG0001111	2	2	2	0	0	0	0	0	0	1	0	2	1	0	0	2	0	1	1	0
(null)	OG0001112	1	1	1	0	1	1	2	2	1	0	1	0	0	0	0	1	0	1	1	0
(null)	OG0001113	2	2	0	0	0	3	3	1	0	0	0	0	2	1	0	0	0	0	0	0
(null)	OG0001114	0	0	0	0	0	0	0	0	0	1	0	6	0	1	2	0	0	2	0	2
(null)	OG0001115	2	0	1	2	3	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0
(null)	OG0001116	1	0	1	2	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1
(null)	OG0001117	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001118	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001119	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1
(null)	OG0001120	1	1	1	1	1	1	0	1	0	0	1	0	1	2	0	0	0	0	1	2
(null)	OG0001121	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1
(null)	OG0001122	0	1	0	0	2	1	2	1	0	0	3	1	0	0	1	0	0	0	1	1
(null)	OG0001123	0	0	0	0	2	1	0	3	1	0	0	0	0	6	1	0	0	0	0	0
(null)	OG0001124	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1
(null)	OG0001125	1	1	1	1	0	0	0	0	1	1	1	3	1	0	1	0	0	1	1	0
(null)	OG0001126	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	2	0	1	1
(null)	OG0001127	0	1	1	0	0	0	0	0	2	2	0	1	1	2	1	0	1	1	0	1
(null)	OG0001128	2	0	0	0	3	1	1	1	0	1	0	0	0	3	0	0	2	0	0	0
(null)	OG0001129	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1
(null)	OG0001130	1	0	1	1	1	1	1	2	0	0	1	0	1	1	1	0	0	0	1	1
(null)	OG0001131	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1
(null)	OG0001132	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1
(null)	OG0001133	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1
(null)	OG0001134	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001135	3	2	2	0	1	0	1	1	0	2	0	0	0	1	0	1	0	0	0	0
(null)	OG0001136	0	3	1	0	0	1	2	4	1	0	0	1	0	0	0	1	0	0	0	0
(null)	OG0001137	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1
(null)	OG0001138	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1
(null)	OG0001139	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1
(null)	OG0001140	2	1	1	1	0	1	0	2	0	1	0	1	1	0	1	2	0	0	0	0
(null)	OG0001141	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001142	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1
(null)	OG0001143	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1
(null)	OG0001144	1	1	1	1	0	2	1	1	0	1	0	0	1	0	1	1	0	0	2	0
(null)	OG0001145	1	1	2	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1
(null)	OG0001146	5	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0
(null)	OG0001147	2	0	2	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0
(null)	OG0001148	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1
(null)	OG0001149	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1
(null)	OG0001150	1	0	1	1	1	1	1	0	2	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001151	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001152	1	2	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	2	0	0
(null)	OG0001153	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0
(null)	OG0001154	2	1	0	0	2	2	2	1	0	0	2	0	0	0	1	1	0	0	0	0
(null)	OG0001155	0	2	1	2	0	0	0	0	1	1	1	1	0	0	2	1	0	1	1	0
(null)	OG0001156	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0001157	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1
(null)	OG0001158	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0
(null)	OG0001159	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1
(null)	OG0001160	0	1	1	1	1	2	1	0	1	1	0	1	1	1	0	0	0	1	0	1
(null)	OG0001161	0	0	1	1	0	0	0	0	0	2	0	1	1	1	2	1	1	1	1	1
(null)	OG0001162	0	0	1	1	0	0	0	1	1	1	0	1	1	1	2	1	0	1	1	1
(null)	OG0001163	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001164	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001165	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001166	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001167	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001168	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1
(null)	OG0001169	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1
(null)	OG0001170	0	3	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1
(null)	OG0001171	1	0	1	2	0	1	1	0	1	1	1	0	1	0	1	0	0	0	2	0
(null)	OG0001172	2	1	0	0	1	1	0	3	0	1	0	0	0	1	1	0	1	0	0	1
(null)	OG0001173	0	1	0	1	2	0	1	0	1	4	0	0	0	0	3	0	0	0	0	0
(null)	OG0001174	0	0	2	1	0	0	0	0	1	0	0	0	1	1	3	1	1	2	0	0
(null)	OG0001175	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1
(null)	OG0001176	0	0	1	1	1	1	1	0	1	1	2	1	1	0	0	1	0	1	0	0
(null)	OG0001177	0	1	0	0	2	1	2	1	0	0	3	1	0	0	0	0	0	0	1	1
(null)	OG0001178	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0001179	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1
(null)	OG0001180	1	3	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1
(null)	OG0001181	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1
(null)	OG0001182	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	OG0001183	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	5	0	1
(null)	OG0001184	0	0	1	0	3	1	2	2	1	0	2	0	0	0	1	0	0	0	0	0
(null)	OG0001185	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	2	1	1	0
(null)	OG0001186	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0
(null)	OG0001187	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	4	0
(null)	OG0001188	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1
(null)	OG0001189	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0
(null)	OG0001190	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	2	0
(null)	OG0001191	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1
(null)	OG0001192	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1
(null)	OG0001193	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1
(null)	OG0001194	1	1	1	1	0	0	1	0	1	1	0	2	1	0	0	1	0	1	1	0
(null)	OG0001195	0	0	2	1	0	1	1	0	1	1	2	0	1	0	1	0	0	1	1	0
(null)	OG0001196	1	1	0	0	0	2	1	1	1	0	1	1	0	1	1	0	0	1	0	1
(null)	OG0001197	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0
(null)	OG0001198	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001199	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1
(null)	OG0001200	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1
(null)	OG0001201	0	1	0	0	2	3	2	2	0	0	2	0	0	0	1	0	0	0	0	0
(null)	OG0001202	1	1	1	1	4	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0
(null)	OG0001203	0	2	0	1	2	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1
(null)	OG0001204	0	1	2	2	1	0	0	1	0	0	3	0	1	0	0	0	0	0	2	0
(null)	OG0001205	1	3	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	2
(null)	OG0001206	0	1	0	0	2	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001207	2	0	1	0	1	1	2	1	0	0	1	0	1	1	1	0	0	0	0	1
(null)	OG0001208	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1
(null)	OG0001209	1	1	1	1	1	1	0	0	0	1	0	2	1	0	1	1	0	0	1	0
(null)	OG0001210	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0
(null)	OG0001211	2	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1
(null)	OG0001212	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0
(null)	OG0001213	1	0	1	0	1	1	2	1	1	0	0	1	0	1	0	0	1	0	1	1
(null)	OG0001214	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0
(null)	OG0001215	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0
(null)	OG0001216	1	0	0	4	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0
(null)	OG0001217	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1
(null)	OG0001218	1	0	0	0	1	0	0	0	3	1	0	3	0	0	1	0	0	3	0	0
(null)	OG0001219	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	2	0	1	0	0
(null)	OG0001220	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0
(null)	OG0001221	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0
(null)	OG0001222	1	0	1	1	0	0	0	0	1	2	0	1	1	1	1	1	0	1	0	1
(null)	OG0001223	1	0	3	2	0	0	0	0	1	0	0	0	3	0	0	1	0	0	2	0
(null)	OG0001224	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001225	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1
(null)	OG0001226	0	2	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	2	0	0
(null)	OG0001227	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1
(null)	OG0001228	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	OG0001229	0	1	0	0	1	1	1	1	1	2	1	1	0	0	1	1	0	1	0	0
(null)	OG0001230	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1
(null)	OG0001231	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1
(null)	OG0001232	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0001233	0	0	1	0	0	1	0	0	0	0	0	4	1	1	0	2	2	0	1	0
(null)	OG0001234	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	2	0	0	1	0
(null)	OG0001235	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1
(null)	OG0001236	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0
(null)	OG0001237	0	0	0	0	1	2	1	0	1	0	1	1	0	1	2	2	0	1	0	0
(null)	OG0001238	0	0	0	0	1	1	1	1	2	2	1	0	0	0	2	0	0	2	0	0
(null)	OG0001239	0	0	0	0	0	0	0	1	2	0	0	2	0	1	4	1	0	2	0	0
(null)	OG0001240	0	1	0	0	0	2	2	0	0	1	1	0	1	1	1	1	0	1	0	0
(null)	OG0001241	1	0	0	0	4	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0
(null)	OG0001242	0	1	0	0	1	2	1	1	0	1	2	1	0	0	0	0	0	0	1	1
(null)	OG0001243	0	1	2	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	2	1
(null)	OG0001244	0	0	0	0	0	0	1	0	2	1	0	1	0	0	1	1	0	5	0	0
(null)	OG0001245	0	0	0	0	0	0	0	2	0	3	0	6	0	0	0	0	0	0	0	1
(null)	OG0001246	0	2	0	0	1	1	0	0	1	0	0	0	0	1	2	1	1	1	1	0
(null)	OG0001247	1	0	0	1	0	0	0	0	1	2	0	2	0	1	1	0	1	1	0	1
(null)	OG0001248	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0
(null)	OG0001249	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001250	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1
(null)	OG0001251	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1
(null)	OG0001252	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001253	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001254	1	2	1	1	1	0	0	1	0	0	0	2	1	0	1	0	0	0	1	0
(null)	OG0001255	1	1	0	1	1	3	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0001256	1	2	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1
(null)	OG0001257	1	1	2	0	2	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0
(null)	OG0001258	0	0	0	2	0	1	0	2	0	0	0	1	1	1	0	0	1	1	0	2
(null)	OG0001259	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1
(null)	OG0001260	1	1	0	0	4	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0
(null)	OG0001261	1	2	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	1	0
(null)	OG0001262	0	1	0	0	0	1	1	1	0	1	1	0	0	1	2	1	0	1	1	0
(null)	OG0001263	0	0	0	0	0	0	0	0	2	2	1	2	0	0	1	2	0	2	0	0
(null)	OG0001264	1	1	1	0	0	0	1	0	1	1	1	2	1	0	0	0	0	1	1	0
(null)	OG0001265	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001266	0	1	0	0	0	0	0	0	1	1	0	5	0	0	2	0	0	2	0	0
(null)	OG0001267	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0
(null)	OG0001268	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001269	0	1	0	0	2	3	1	1	0	0	1	0	0	1	0	0	1	0	0	1
(null)	OG0001270	2	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	2
(null)	OG0001271	2	0	2	2	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0
(null)	OG0001272	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001273	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	2	1	0	1
(null)	OG0001274	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0
(null)	OG0001275	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0
(null)	OG0001276	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	2
(null)	OG0001277	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1
(null)	OG0001278	0	4	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0
(null)	OG0001279	2	0	0	1	0	2	0	3	0	0	1	0	0	1	0	1	0	0	1	0
(null)	OG0001280	0	1	0	0	1	1	1	1	0	0	1	0	0	1	2	1	1	0	0	1
(null)	OG0001281	0	0	1	1	1	1	1	0	0	0	1	0	2	0	0	2	0	0	2	0
(null)	OG0001282	1	1	1	1	0	0	0	1	0	0	0	0	2	0	0	2	0	1	2	0
(null)	OG0001283	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1
(null)	OG0001284	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0
(null)	OG0001285	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	2
(null)	OG0001286	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1
(null)	OG0001287	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0
(null)	OG0001288	1	0	0	0	1	0	1	0	0	1	0	0	0	2	1	0	2	0	0	3
(null)	OG0001289	1	2	3	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	OG0001290	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001291	1	1	0	1	1	2	0	1	0	1	1	0	0	0	1	0	0	1	1	0
(null)	OG0001292	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1
(null)	OG0001293	2	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0
(null)	OG0001294	2	0	1	0	1	2	3	0	0	0	1	0	0	0	0	0	0	0	2	0
(null)	OG0001295	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001296	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1
(null)	OG0001297	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0
(null)	OG0001298	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1
(null)	OG0001299	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0
(null)	OG0001300	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1
(null)	OG0001301	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	2	0
(null)	OG0001302	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1
(null)	OG0001303	1	0	1	1	1	1	0	0	1	0	1	2	1	0	0	0	0	1	1	0
(null)	OG0001304	2	0	1	0	1	2	0	0	1	0	1	0	1	0	1	0	0	1	1	0
(null)	OG0001305	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001306	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001307	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0
(null)	OG0001308	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	2
(null)	OG0001309	1	0	0	0	0	1	1	0	1	0	0	3	0	0	1	1	0	3	0	0
(null)	OG0001310	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001311	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0
(null)	OG0001312	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1
(null)	OG0001313	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1
(null)	OG0001314	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1
(null)	OG0001315	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1
(null)	OG0001316	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1
(null)	OG0001317	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1
(null)	OG0001318	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0
(null)	OG0001319	0	2	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1
(null)	OG0001320	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	OG0001321	0	2	1	0	1	0	0	2	1	1	0	0	0	1	0	1	0	1	1	0
(null)	OG0001322	0	1	0	1	1	0	0	0	1	1	0	2	0	1	0	1	0	3	0	0
(null)	OG0001323	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0
(null)	OG0001324	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0
(null)	OG0001325	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1
(null)	OG0001326	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1
(null)	OG0001327	0	0	1	1	1	0	1	0	1	1	2	0	1	0	1	0	0	1	1	0
(null)	OG0001328	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001329	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1
(null)	OG0001330	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1
(null)	OG0001331	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
(null)	OG0001332	0	0	0	1	2	1	0	1	1	0	0	1	1	1	2	0	0	1	0	0
(null)	OG0001333	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1
(null)	OG0001334	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1
(null)	OG0001335	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1
(null)	OG0001336	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1
(null)	OG0001337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
(null)	OG0001338	1	0	0	0	3	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0
(null)	OG0001339	0	0	1	0	0	0	0	1	1	1	0	1	1	2	0	0	1	1	0	1
(null)	OG0001340	1	1	1	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	1
(null)	OG0001341	1	1	1	1	1	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0
(null)	OG0001342	0	1	0	0	0	0	0	1	1	1	0	0	1	1	3	0	0	1	0	1
(null)	OG0001343	0	0	1	1	1	1	1	0	0	0	2	1	1	0	0	0	0	0	2	0
(null)	OG0001344	0	0	1	1	1	0	0	0	1	2	0	1	1	0	0	1	0	2	0	0
