Desc	Family ID	S_dalli	E_babai	V_penis	S_velum	T_virginea	A_californica	C_concholepas	H_cracherodii	D_sirenkoi	V_oligotropha	L_scabra	C_septemvalvis	S_philippinensis	N_pompilius	N_megatrapezata	L_anatina	S_atlantica	A_discrepans	P_vernedei	O_vulgaris
(null)	OG0003144	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003145	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
(null)	OG0003146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	OG0003147	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003148	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003149	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003150	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003151	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
(null)	OG0003152	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003153	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003154	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003155	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
(null)	OG0003156	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003157	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003158	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0003159	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003160	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003161	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003162	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003163	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003164	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003165	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003166	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003167	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003168	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003169	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003170	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0003171	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	OG0003172	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0003173	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003174	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
(null)	OG0003175	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0003176	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003177	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
(null)	OG0003178	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0003180	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003181	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0003182	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0003183	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003184	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003185	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003186	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003187	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003188	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0003189	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	OG0003190	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0003191	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003192	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
(null)	OG0003193	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
(null)	OG0003195	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003196	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003197	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003198	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003199	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003200	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003201	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
(null)	OG0003202	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003203	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
(null)	OG0003205	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003206	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	OG0003208	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
(null)	OG0003209	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
(null)	OG0003210	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0003211	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003212	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003213	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003214	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003215	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003216	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0003217	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003218	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
(null)	OG0003219	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
(null)	OG0003220	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
(null)	OG0003221	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0003222	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003223	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003224	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003225	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003226	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
(null)	OG0003227	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003228	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
(null)	OG0003229	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
(null)	OG0003230	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003231	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003232	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003233	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003234	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003235	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003236	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003237	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003238	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003239	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003240	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
(null)	OG0003241	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003242	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003243	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003244	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0003245	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003246	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003247	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003248	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003249	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003250	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003251	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
(null)	OG0003252	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003253	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
(null)	OG0003254	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
(null)	OG0003256	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
(null)	OG0003257	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0003258	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
(null)	OG0003259	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0003260	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
(null)	OG0003261	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
(null)	OG0003262	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0003263	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
(null)	OG0003264	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
(null)	OG0003265	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
(null)	OG0003266	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
(null)	OG0003267	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
(null)	OG0003268	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
(null)	OG0003269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	OG0003270	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
(null)	OG0003271	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(null)	OG0003272	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(null)	OG0003273	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003274	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003275	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003276	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003278	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003279	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003280	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003281	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003283	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003285	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003286	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003288	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003289	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
(null)	OG0003290	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003292	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003293	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003294	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003295	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003296	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003299	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003301	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003302	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003303	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003304	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003305	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003306	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	OG0003307	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0003308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
(null)	OG0003309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
(null)	OG0003310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
(null)	OG0003311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
(null)	OG0003312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
(null)	OG0003313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0003314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
(null)	OG0003315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
(null)	OG0003316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
(null)	OG0003317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0003318	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
(null)	OG0003319	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
(null)	OG0003320	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003321	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003322	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003323	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003324	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
(null)	OG0003325	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0003326	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003327	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0003328	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003329	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0003330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003331	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0003332	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0003333	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003334	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003335	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003336	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003337	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
(null)	OG0003338	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003339	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003340	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003341	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
(null)	OG0003343	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
(null)	OG0003344	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0003345	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(null)	OG0003346	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003347	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003348	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003349	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
(null)	OG0003350	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003351	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003352	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
(null)	OG0003353	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
(null)	OG0003354	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0003355	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0003356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003358	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003359	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
(null)	OG0003360	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003361	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0003363	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003364	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003365	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003367	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003368	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003369	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003370	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003371	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
(null)	OG0003372	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003373	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003374	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003375	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
(null)	OG0003376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
(null)	OG0003377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0003378	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003379	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003380	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003381	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003382	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
(null)	OG0003383	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003384	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	OG0003385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
(null)	OG0003386	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
(null)	OG0003387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003388	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003389	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003390	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	OG0003391	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0003392	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
(null)	OG0003393	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003394	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003395	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0003397	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
(null)	OG0003398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0003399	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0003400	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0003401	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003402	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0003403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003404	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003405	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003406	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003408	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003409	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003410	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0003411	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0003413	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003414	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0003415	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0003416	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0003417	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003418	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0003419	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0003420	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
